Year ,Geo,VisibleMinority,AgeGroup,Indicators,Statistics,Uom,Value
2020,Canada,Latin American,"Total, 15 years and over","Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,4.7
2020,Canada,Latin American,"Total, 15 years and over","Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,12.7
2020,Canada,Latin American,"Total, 15 years and over","Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,"Total, 15 years and over","Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,15 to 24 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,43.6
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,34.6
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,53
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,26.6
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,19.7
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,34.9
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,17
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,11.2
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,24.9
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,1
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,0.3
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,4
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,30.2
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,22.3
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,39.4
2020,Canada,Latin American,25 to 64 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,55.9
2020,Canada,Latin American,25 to 64 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,41.9
2020,Canada,Latin American,25 to 64 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,69
2020,Canada,Latin American,25 to 64 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,7.5
2020,Canada,Latin American,25 to 64 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,3.1
2020,Canada,Latin American,25 to 64 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,17
2020,Canada,Latin American,25 to 64 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,57.5
2020,Canada,Latin American,25 to 64 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,43.8
2020,Canada,Latin American,25 to 64 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,70.1
2020,Canada,Latin American,25 to 64 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,12.3
2020,Canada,Latin American,25 to 64 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,6.4
2020,Canada,Latin American,25 to 64 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,22.2
2020,Canada,Latin American,25 to 64 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,15.3
2020,Canada,Latin American,25 to 64 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,9.9
2020,Canada,Latin American,25 to 64 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,22.9
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,7.4
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,4.2
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,13
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,6.7
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,3.6
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,12.3
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,0
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,0
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,0.3
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,9
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,5.3
2020,Canada,Latin American,25 to 64 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,14.8
2020,Canada,Latin American,25 to 64 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,25 to 64 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,65 years and over,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Latin American,Men,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,43.7
2020,Canada,Latin American,Men,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,31.7
2020,Canada,Latin American,Men,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,56.5
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,27.1
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,17.4
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,39.8
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,24.8
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,15.1
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,38
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,1.1
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,0.3
2020,Canada,Latin American,Men,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,3.7
